snapshot,n_train,n_test,base_rate,roc_auc,pr_auc
2026-01-17,6443,360,0.07777777777777778,0.8998493975903614,0.6581045754811186
2026-02-16,6801,356,0.07584269662921349,0.9073511201170776,0.7846485701300356
2026-03-18,7160,349,0.07449856733524356,0.8898547273160275,0.734255828800613
2026-04-17,7520,346,0.07514450867052024,0.8844951923076924,0.7418520981829791
